hex_id,has_green_space,EV_Station_Count,area_km2,emissions_per_hex,EV_DEMAND_COUNT,mean_centrality,Mean_Degree,street_density_km,geometry,lst_value
882a106e0dfffff,1,0.0,0.5487164121550242,5059.507583804346,5.0,0.0098305676708748,5.204545454545454,2156994989.287208,"POLYGON ((564391.4063561409 4483712.571295817, 564550.8106774171 4484208.0038944995, 565087.1254384507 4484330.86272993, 565464.0098520431 4483958.278079175, 565409.8666945337 4483790.021020531, 565406.1717245288 4483790.006783414, 565395.3536309137 4483790.6945254775, 565393.9075289917 4483790.502223778, 565392.6129224059 4483790.310303198, 565391.3101949879 4483790.18496439, 565390.002730506 4483790.126301576, 565388.6940228293 4483790.134540405, 565387.3873627606 4483790.209774036, 565386.086472799 4483790.351747167, 565384.7943903736 4483790.559936344, 565383.485282076 4483790.829491722, 565382.1650561937 4483791.036450034, 565380.8362844163 4483791.180356929, 565379.5022600744 4483791.261082421, 565378.1658528104 4483791.278138355, 565376.8302950975 4483791.231840397, 565375.4983614888 4483791.121885293, 565370.8255176583 4483789.805982317, 565366.1262112462 4483788.588143916, 565361.4025746294 4483787.46893364, 565350.3062108518 4483785.807260268, 565346.8084721523 4483785.552179169, 565343.3178303544 4483785.214231375, 565339.8363645797 4483784.793756665, 565336.3662306553 4483784.290891105, 565332.0541864437 4483783.289709362, 565327.7239275002 4483782.369426847, 565323.3774363804 4483781.530698407, 565321.5757506223 4483781.378417858, 565319.7805256604 4483781.1632563, 565317.9941195535 4483780.885556669, 565316.218409192 4483780.545451872, 565314.4556577576 4483780.143451151, 565312.7082220376 4483779.680009031, 565310.9781219932 4483779.155762177, 565309.2674711924 4483778.57129253, 565307.5785860626 4483777.92733312, 565305.1321300084 4483777.266848935, 565302.6681726688 4483776.671928699, 565300.1890936543 4483776.142655225, 565297.6967628901 4483775.679775069, 565295.1936679694 4483775.283688432, 565292.6815919626 4483774.954601548, 565292.3573768095 4483774.913259138, 565290.916518171 4483774.660498878, 565289.4892935562 4483774.340438336, 565285.9252963492 4483773.765443809, 565282.3754508145 4483773.113595481, 565278.8414681855 4483772.384875588, 565276.3798910066 4483772.099565332, 565273.9097774917 4483771.89777493, 565271.4342489623 4483771.779781598, 565270.0930987551 4483771.649487098, 565268.7598439369 4483771.454449487, 565267.4376045694 4483771.195057543, 565266.1294239945 4483770.871903774, 565264.8384374916 4483770.485674711, 565260.7134913047 4483768.5491459835, 565256.6124204515 4483766.5622459045, 565252.5357800578 4483764.525222555, 565250.5970439356 4483763.575426914, 565248.6263638652 4483762.693765133, 565246.6266454257 4483761.88149768, 565244.6006849479 4483761.139679197, 565229.9350677131 4483752.9095473895, 565228.3765962092 4483752.411017646, 565226.8386195273 4483751.851905032, 565225.3234931865 4483751.232775639, 565223.833659357 4483750.55475448, 565222.3712996513 4483749.81898221, 565220.938653372 4483749.026432764, 565219.5382169986 4483748.178361947, 565218.171963583 4483747.276261414, 565217.5671464972 4483746.88558616, 565216.9301121085 4483746.549446492, 565216.266073135 4483746.270654111, 565215.5801047233 4483746.051033455, 565215.3918755541 4483745.705297417, 565215.060321126 4483745.096631529, 565215.1108953923 4483744.721004688, 565215.4025855402 4483742.557459422, 565215.8808145327 4483740.333263889, 565215.6761673822 4483739.947857798, 565215.367014003 4483739.561153476, 565214.9149273908 4483739.486296102, 565214.5626762381 4483739.830637615, 565214.2041527391 4483740.732291088, 565213.5918231795 4483742.501915746, 565212.844830556 4483744.485636985, 565212.586008196 4483745.17298287, 565211.3151930056 4483747.666870356, 565210.9967126597 4483748.1867516395, 565210.5470001491 4483749.064084932, 565210.1646277888 4483749.97283242, 565209.4919415177 4483750.681627814, 565208.7678141718 4483751.337913384, 565207.9961742632 4483751.938032726, 565207.1813405948 4483752.478352472, 565206.328163223 4483752.9559520045, 565205.4413971108 4483753.368095608, 565204.5261653377 4483753.712386518, 565203.2333262585 4483754.121555875, 565201.9214279735 4483754.464876341, 565200.5939030541 4483754.741419798, 565199.254143093 4483754.950592421, 565197.9055413619 4483755.091651622, 565196.551371331 4483755.164578779, 565195.1953033025 4483755.168801831, 565193.8409220179 4483755.104733444, 565191.2964849096 4483754.836336353, 565188.7584125054 4483754.510246026, 565186.2284329287 4483754.126593676, 565183.7080482119 4483753.685768315, 565181.1990065532 4483753.187771199, 565178.7028247683 4483752.633326277, 565176.2210839117 4483752.02241431, 565173.7556177715 4483751.355688451, 565171.6348660869 4483750.729924045, 565171.3079121008 4483750.633332951, 565168.8792973361 4483749.856106843, 565162.776195193 4483748.220536451, 565146.5727015511 4483744.112009798, 565143.5678564539 4483742.532877121, 565141.6356382021 4483740.920656331, 565139.9695448128 4483740.239908452, 565139.8495233078 4483740.193147825, 565139.0956310636 4483740.309640696, 565138.166807748 4483741.334986025, 565112.4758604851 4483729.75229447, 565087.1138196683 4483717.466110448, 565062.0999444835 4483704.485763857, 565037.4532297235 4483690.821111725, 565013.1923913617 4483676.4825307205, 564989.3358523432 4483661.480909261, 564986.0926085053 4483659.519409892, 564977.9116743727 4483656.955749907, 564972.2822975495 4483658.719345875, 564939.53605374 4483638.107152971, 564870.6331756149 4483622.140950374, 564825.6657780629 4483608.991764917, 564819.9234773411 4483608.326669262, 564814.2282088469 4483607.33657536, 564806.3605348398 4483605.408118341, 564798.6712238523 4483602.859837455, 564791.2090224851 4483599.70788763, 564784.0212375534 4483595.972250762, 564777.1534362067 4483591.676609053, 564770.649157042 4483586.848194862, 564765.138218189 4483583.120674468, 564759.328994874 4483579.877561967, 564753.2639589 4483577.142568056, 564746.9874523313 4483574.935688506, 564740.5453633212 4483573.273058013, 564727.7866370208 4483564.523253616, 564715.4027104571 4483555.250577469, 564707.0820280884 4483548.7320805, 564700.643240686 4483543.329111092, 564696.8188467295 4483547.2509874925, 564691.9809777475 4483545.698597118, 564684.3963030756 4483542.619053712, 564677.1046271742 4483538.898524445, 564670.1599988204 4483534.564587385, 564663.6138943267 4483529.649367411, 564657.5148359899 4483524.1892981045, 564651.908032423 4483518.224851676, 564646.8350434373 4483511.800238979, 564636.923739193 4483501.130409752, 564627.4777014806 4483490.046567087, 564622.6996365984 4483483.92834029, 564391.4063561409 4483712.571295817))",0.0
882a106e63fffff,1,0.0,0.7383767460740167,15457.885398821916,17.0,0.0098375345564352,5.75,2356212681.930245,"POLYGON ((564550.8106774171 4484208.0038944995, 564391.4063561409 4483712.571295817, 563855.1125350049 4483589.72012169, 563478.1970101189 4483962.290658112, 563637.5785253054 4484457.738802825, 564173.8983708097 4484580.600864353, 564550.8106774171 4484208.0038944995))",20.925329341317426
882a106e67fffff,1,0.0,0.3240656398948106,2462.177859618541,0.0,0.0095930614869371,5.214285714285714,2325496140.8894377,"POLYGON ((563637.5785253054 4484457.738802825, 563478.1970101189 4483962.290658112, 563134.2975864649 4483883.505889987, 563103.4823958359 4483957.85561809, 563099.5237566876 4483971.250129263, 563096.3365338705 4483984.84885593, 563093.9311310482 4483998.607409515, 563092.3153998889 4484012.480879745, 563091.4946144421 4484026.4239812335, 563091.7828695755 4484094.915307236, 563093.4491812134 4484183.178852401, 563094.8575834084 4484246.616262074, 563093.1600046663 4484264.7778192405, 563090.7029063377 4484282.852293215, 563078.4430918595 4484337.546235411, 563075.3289499216 4484347.715153036, 563072.7657002909 4484354.773841128, 563070.9564344019 4484362.062317207, 563069.9210845155 4484369.500285863, 563069.6710568496 4484377.005804765, 563071.2813741333 4484382.586993919, 563074.573680518 4484393.507445497, 563074.7991814218 4484394.165678715, 563081.117167688 4484412.60605531, 563098.2505488459 4484436.11311945, 563115.4949173055 4484453.373804573, 563127.6658834514 4484457.503857172, 563150.3419513652 4484484.464253981, 563144.020326584 4484488.988575177, 563141.6132559854 4484489.850498873, 563127.1024873427 4484494.20964826, 563126.9193036249 4484493.318304781, 563120.3666388976 4484494.906428952, 563121.0456766933 4484498.740752232, 563127.54821813 4484496.6779216295, 563127.2818078812 4484495.590130797, 563142.9413608317 4484491.202704456, 563145.5865168866 4484489.8959242655, 563151.1857397537 4484485.479691341, 563162.2046636721 4484498.945683897, 563174.2206675919 4484497.634920221, 563193.1321735447 4484519.942920294, 563194.825843123 4484519.071695579, 563199.1008657898 4484515.768993225, 563200.1267153756 4484515.314934667, 563200.9490621005 4484515.302066644, 563202.3476378642 4484516.116646418, 563203.5285015494 4484517.715987876, 563204.4916504173 4484520.100087315, 563205.2370822219 4484523.268939214, 563193.7122339929 4484539.472118985, 563199.8308538594 4484549.0289893085, 563176.9171311666 4484562.555131204, 563173.4357736484 4484557.28086889, 563170.0298181389 4484558.935754576, 563176.2540722047 4484566.704697933, 563179.0460766845 4484564.8888290245, 563178.2833055933 4484564.264348764, 563201.2817943016 4484551.29526821, 563212.0689896451 4484568.144079882, 563225.5119836845 4484563.035949877, 563229.2306889925 4484568.473985506, 563227.8468194811 4484569.441078631, 563230.2989225468 4484573.122524033, 563228.8198415299 4484574.175499971, 563191.361007338 4484596.719831142, 563174.3891405636 4484606.659697649, 563172.9585585061 4484607.446175644, 563154.3295794595 4484618.295910589, 563149.7137613955 4484610.984873159, 563147.7414588768 4484612.260778902, 563157.7954939604 4484628.638546346, 563159.9930387235 4484627.567154527, 563155.5701803578 4484620.067325788, 563192.0816366586 4484597.917301959, 563230.9601275108 4484574.51846723, 563231.3148807813 4484574.304267623, 563232.6615912764 4484573.4911158, 563236.1265662775 4484574.671606482, 563244.8353253594 4484588.189810192, 563246.8547729335 4484596.054201094, 563260.4499628309 4484617.128142414, 563266.344230641 4484638.304707967, 563270.5289461714 4484659.426074614, 563274.0148128791 4484675.744103698, 563275.6193057495 4484711.734147307, 563280.6653704628 4484749.817208037, 563264.0264392922 4484752.272427974, 563264.1876117497 4484753.38894824, 563280.7551641092 4484751.194052096, 563282.8045253055 4484758.807098122, 563285.2346554196 4484765.256514725, 563284.1402308247 4484775.36647301, 563278.8226412741 4484787.276416789, 563270.4371236986 4484794.457695303, 563248.809620575 4484814.091855158, 563244.3986533049 4484809.448680692, 563243.8040720361 4484809.864864366, 563246.6490152482 4484813.37970916, 563244.230993991 4484815.469236216, 563241.1620206926 4484812.062337527, 563240.4823841696 4484812.47091563, 563243.5665933024 4484816.178735612, 563240.8626985092 4484818.584603628, 563242.936778358 4484821.172230591, 563271.1654800517 4484795.33999973, 563277.880699529 4484789.258456471, 563280.4883184107 4484790.23657236, 563282.6477031853 4484791.784833243, 563282.976848004 4484795.68044498, 563283.6735822579 4484807.575910938, 563637.5785253054 4484457.738802825))",22.617777777777803
882a106e47fffff,1,0.0,0.7384107092919422,6870.573109107668,0.0,0.0101383490981319,4.466666666666667,1058722775.02018,"POLYGON ((566159.770793673 4484576.584834952, 566000.319518162 4484081.133688282, 565464.0098520431 4483958.278079175, 565087.1254384507 4484330.86272993, 565246.5539134067 4484826.3294211915, 565782.8896018498 4484949.195916372, 566159.770793673 4484576.584834952))",20.245280898876445
882a106e6bfffff,1,0.0,0.7384501518957195,15987.604986190863,38.0,0.0106161196927567,4.666666666666667,2343847912.9917583,"POLYGON ((565246.5539134067 4484826.3294211915, 565087.1254384507 4484330.86272993, 564550.8106774171 4484208.0038944995, 564173.8983708097 4484580.600864353, 564333.3040455179 4485076.083099494, 564869.6448264243 4485198.952820165, 565246.5539134067 4484826.3294211915))",20.925329341317426
882a106e61fffff,0,1.0,0.6704081797456309,20367.258004878917,53.0,0.0103326171492364,4.636363636363637,2238843667.970538,"POLYGON ((563956.3670741296 4485448.718815541, 564333.3040455179 4485076.083099494, 564173.8983708097 4484580.600864353, 563637.5785253054 4484457.738802825, 563283.6735822579 4484807.575910938, 563285.3450070792 4484836.1126331445, 563285.5695118448 4484839.097964671, 563285.3519616592 4484842.083811061, 563284.6970997949 4484845.005071534, 563283.6192042872 4484847.798053468, 563282.1417766266 4484850.401861126, 563280.2970293565 4484852.75972336, 563278.7228249194 4484854.429444234, 563277.5230846873 4484856.518224044, 563276.7009041734 4484858.782378838, 563276.2808405899 4484861.154281938, 563276.2754405655 4484863.563088404, 563276.684865395 4484865.93685105, 563277.4968862147 4484868.204669383, 563278.6872492686 4484870.298807313, 563332.696541371 4484921.109648593, 563355.1395549183 4484942.223472393, 563373.0446138715 4484966.152394449, 563374.7645030342 4484989.750127877, 563369.096785404 4485005.019714251, 563360.9528541024 4485017.505805496, 563356.2706025839 4485027.78344247, 563357.6372365843 4485045.213431686, 563385.6598645928 4485078.135187693, 563386.1585533645 4485078.721202916, 563388.6822065924 4485081.727893339, 563391.4002147693 4485084.560108845, 563395.0139402694 4485087.804058612, 563398.88221033 4485090.739822436, 563402.9788171097 4485093.347510263, 563407.2209510943 4485097.1807943, 563411.0557620688 4485101.421548092, 563414.4443099685 4485106.026709511, 563417.3521862461 4485110.949516096, 563419.7498632682 4485116.139979913, 563419.8961691305 4485117.373506755, 563420.2526058047 4485118.5634423755, 563420.8085343967 4485119.674269676, 563421.547361606 4485120.672832768, 563422.4470349714 4485121.529326632, 563423.480701122 4485122.218186705, 563424.6175072759 4485122.718851943, 563425.8235221378 4485123.016378535, 563427.0627486783 4485123.101885932, 563428.2981985607 4485122.972821909, 563429.4929961802 4485122.633038764, 563436.6508234497 4485125.329775963, 563443.5654841721 4485128.599997881, 563450.1911206606 4485132.4220165955, 563456.4837920095 4485136.770484692, 563462.4017655296 4485141.616563372, 563472.7747652081 4485147.522831109, 563479.0200639762 4485150.518290336, 563484.982993847 4485154.042492546, 563490.6188977942 4485158.069044636, 563495.8855679227 4485162.567791349, 563500.7435615623 4485167.505041109, 563505.1564966696 4485172.843818337, 563505.5130909688 4485174.321288607, 563506.0878146285 4485175.728331824, 563506.8675961476 4485177.03294621, 563507.8347001793 4485178.205459627, 563508.9671309232 4485179.219204442, 563510.2391323841 4485180.051124049, 563511.6217741724 4485180.6822972745, 563514.9677927276 4485183.773871561, 563517.8436561406 4485187.307012049, 563520.1917150478 4485191.210893673, 563527.016510341 4485194.787407036, 563531.178507128 4485205.2628856, 563529.9036770494 4485214.157876941, 563521.0638455002 4485226.332343637, 563521.7321196734 4485226.843921934, 563512.3148455289 4485238.6607918665, 563512.8761386023 4485239.153189329, 563511.8897638413 4485240.437783431, 563511.2474302363 4485239.944539839, 563488.8069443263 4485269.0080929445, 563497.239919961 4485275.259079967, 563519.4355584751 4485246.354789703, 563512.7730792451 4485241.095752966, 563513.922453259 4485239.732015974, 563514.7268104625 4485240.22709994, 563522.9434301648 4485229.8727165, 563545.4972211439 4485247.865694369, 563495.1204222663 4485313.5718365135, 563490.168902301 4485310.060063263, 563488.0313173526 4485312.339518867, 563500.2136998816 4485321.500779375, 563501.9718325334 4485318.833020356, 563497.2166355604 4485314.93953962, 563549.2705976364 4485247.509813516, 563591.0224748007 4485191.014579015, 563597.6958483016 4485195.974459616, 563590.8509565153 4485204.660952017, 563592.4925052081 4485206.000763526, 563599.4807414897 4485197.221737527, 563602.9201766166 4485199.878196338, 563576.3915736659 4485235.741305827, 563567.1659101425 4485250.695700154, 563567.9428224263 4485253.960665485, 563578.2299503587 4485262.014105486, 563575.4379741687 4485265.950688278, 563577.044349723 4485267.276133379, 563540.3970512083 4485316.197948698, 563544.0158472899 4485318.734684492, 563579.7033690462 4485269.8020971855, 563581.2280189592 4485270.779314642, 563584.0787462925 4485266.659353168, 563615.6514104379 4485290.929596828, 563617.816770601 4485288.41035557, 563650.0364477593 4485314.371591782, 563644.2059163412 4485320.640649631, 563644.9650271473 4485321.417147172, 563633.2843420866 4485335.682739872, 563634.4273966342 4485336.463598558, 563647.0699255029 4485322.017018167, 563651.8854029132 4485325.834950646, 563640.3234123352 4485341.329993399, 563642.2320062126 4485342.311572218, 563658.6022737095 4485320.804173587, 563658.2185917483 4485323.66829964, 563661.3820881312 4485327.022286989, 563656.0271977227 4485333.967838586, 563653.8145024312 4485336.6838115575, 563680.4697644504 4485356.184220711, 563662.1957633381 4485381.3210265115, 563666.1847279192 4485382.234855173, 563685.7656154599 4485356.126147233, 563746.0809561593 4485273.366054296, 563795.5494972502 4485310.486989351, 563800.5758503034 4485307.247061016, 563823.9639995488 4485311.394533, 563837.1630299307 4485299.583134968, 563863.6864276605 4485316.635400484, 563863.7598019935 4485317.831863779, 563863.4152588514 4485318.941655851, 563862.7207321117 4485319.9733780995, 563861.7982683682 4485320.74472409, 563860.739832232 4485321.162595187, 563859.492264218 4485321.332340544, 563858.7855440164 4485321.330283221, 563854.3418138096 4485320.713964105, 563852.8712176591 4485320.628336028, 563848.8180405764 4485319.174167044, 563829.1873271918 4485345.325682425, 563823.3766025002 4485343.111534555, 563810.4343167351 4485358.254931644, 563823.6123402128 4485368.49307731, 563830.5639939425 4485377.769468897, 563814.4990940719 4485400.892011844, 563814.8744396972 4485401.170335781, 563813.6898607565 4485402.666538065, 563813.4140669603 4485402.503127623, 563804.6118137074 4485413.948464021, 563807.604170041 4485414.634043411, 563815.7528263524 4485403.963470448, 563814.6829709061 4485403.348184324, 563815.8549036372 4485401.527749199, 563817.2387756079 4485402.273366276, 563833.20791966 4485379.731611972, 563836.1655229864 4485381.446226063, 563837.8626066028 4485382.861321657, 563841.7685281549 4485385.55136838, 563825.728043609 4485408.359845356, 563828.0502358577 4485409.952492369, 563844.0987084327 4485387.156287721, 563875.0872301209 4485408.498603327, 563877.5545137947 4485407.271038268, 563934.2128846039 4485443.642607799, 563956.3670741296 4485448.718815541))",22.617777777777803
882a106e41fffff,0,0.0,0.7384840867989928,15849.925727336604,47.0,0.0102070865344643,6.0,227802573.25602376,"POLYGON ((566855.5767914162 4485194.933339955, 566696.1013792111 4484699.44810442, 566159.770793673 4484576.584834952, 565782.8896018498 4484949.195916372, 565942.3422193438 4485444.696694345, 566478.6988227095 4485567.570847729, 566855.5767914162 4485194.933339955))",19.90910112359552
882a106e45fffff,1,0.0,0.738523537729373,12788.69957856028,24.0,0.0112156668299047,4.666666666666667,644745850.3717262,"POLYGON ((565942.3422193438 4485444.696694345, 565782.8896018498 4484949.195916372, 565246.5539134067 4484826.3294211915, 564869.6448264243 4485198.952820165, 565029.0746495146 4485694.469139857, 565565.4363533317 4485817.34651812, 565942.3422193438 4485444.696694345))",19.750223463687178
882a1060b5fffff,1,1.0,0.7339751642115617,14896.9616463426,20.0,0.0097418020074796,4.984126984126984,2327406533.1600647,"POLYGON ((567391.9282838833 4485317.804268233, 567551.4278216317 4485813.323586768, 568087.800208534 4485936.202172297, 568464.647042575 4485563.550557441, 568305.124715657 4485068.046779892, 567768.7783445296 4484945.179076954, 567768.2136829619 4484945.737366387, 567768.0933335347 4484949.471892445, 567768.5615092886 4484956.185645072, 567769.7097811293 4484962.817020145, 567771.5262510901 4484969.2973057255, 567780.5991319739 4484973.303494791, 567782.8885975694 4484974.314317337, 567865.5822469126 4484981.219568352, 567862.7826907489 4484988.642622239, 567852.790430324 4485015.136966609, 567843.1082378638 4485016.078904937, 567837.4635042844 4485010.304514318, 567834.8373834838 4485005.211111327, 567828.4484937519 4485006.7355350815, 567821.922165402 4485007.476357086, 567815.3541443981 4485007.422708974, 567808.8407883515 4485006.575377823, 567802.477652897 4485004.946794622, 567799.1426479573 4485003.306090146, 567795.9040676157 4485001.482421784, 567790.1505306202 4484999.391554422, 567784.1835741336 4484998.023949333, 567778.0937426385 4484997.400358967, 567771.9734451585 4484997.530245853, 567765.9155530215 4484998.411639025, 567758.6862456506 4485001.716142694, 567751.2185318198 4485004.439353746, 567743.5590666987 4485006.564258708, 567735.755703451 4485008.077582079, 567727.8571942431 4485008.969869264, 567719.9128856778 4485009.235545646, 567711.9724104867 4485008.872951414, 567705.2149633946 4485008.0259392625, 567391.9282838833 4485317.804268233))",19.58597765363129
882a106e69fffff,0,0.0,0.6573366595242485,39345.57063166592,99.0,0.0112053268103818,5.470588235294118,1541666721.158565,"POLYGON ((564652.1408969479 4486067.131279153, 565029.0746495146 4485694.469139857, 564869.6448264243 4485198.952820165, 564333.3040455179 4485076.083099494, 563956.3670741296 4485448.718815541, 563995.3509558828 4485569.897209621, 563998.1168020569 4485573.15816671, 564006.9374071461 4485579.931444298, 564014.5792933292 4485583.976429324, 564016.2005788245 4485584.187483602, 564025.1163481232 4485583.447269185, 564041.5808836685 4485576.207644181, 564056.7920415716 4485563.929968892, 564071.1398537509 4485560.193193788, 564124.7346482758 4485562.130566172, 564141.3456221308 4485562.301929554, 564157.1859975583 4485555.176303305, 564183.5651778958 4485564.700672843, 564203.1979208837 4485582.4969239, 564221.7237410003 4485611.164009064, 564272.9755998095 4485660.26579403, 564287.1278503778 4485678.719097227, 564291.9825577413 4485700.61978232, 564305.7188411561 4485695.361471568, 564315.2319395109 4485676.0806754, 564329.1302442659 4485664.006495505, 564338.1067506934 4485662.065256408, 564346.07879661 4485671.844069113, 564358.6643860032 4485698.417116823, 564363.2944073894 4485714.69882824, 564370.8516046896 4485737.456896606, 564385.995883026 4485753.376775989, 564391.6245935026 4485752.450699591, 564392.8199480292 4485757.78659241, 564393.8429196198 4485762.35272538, 564385.7206617537 4485764.832223599, 564385.5918419136 4485770.192075607, 564375.9395862055 4485786.887820594, 564350.2332621217 4485797.257772529, 564331.387543292 4485801.4248307105, 564316.2775494683 4485814.7960547535, 564306.5611837363 4485824.078147846, 564298.5720688845 4485835.12737006, 564300.0339275716 4485841.041639155, 564295.5642089293 4485849.946422786, 564278.528903701 4485868.97478211, 564274.6324029255 4485865.872575086, 564272.9918501932 4485856.461424256, 564265.1963695561 4485850.475267588, 564260.8184410126 4485851.299200606, 564244.8179387364 4485856.141396961, 564217.8105625998 4485859.285096401, 564129.3322888422 4485886.234262546, 564131.439423844 4485907.29161772, 564131.9414647514 4485911.942628226, 564139.198061721 4485933.94640438, 564146.019814594 4485951.178776775, 564652.1408969479 4486067.131279153))",20.897976878612724
